symbol,window,stop_multiplier,target_multiplier,total_return_pct,sharpe_ratio,max_drawdown_pct,trade_count
TLT,2016-09-19..2021-09-14,4.0,3.0,-2.8218542427633664,-0.6175675223102786,3.0246360340375165,80
TLT,2016-09-19..2021-09-14,4.0,4.0,-2.3903105291618765,-0.5164220068176959,2.832929415056965,73
TLT,2016-09-19..2021-09-14,4.0,6.0,-1.5901616882717184,-0.3239528643486137,2.465899777791476,56
TLT,2021-09-15..2026-09-17,1.0,2.0,-0.2667788109549929,-0.049751987720916456,3.278840846879393,303
TLT,2021-09-15..2026-09-17,1.0,3.0,0.07452022082050647,0.0195620294609365,2.6642465375146394,235
TLT,2021-09-15..2026-09-17,1.0,4.0,0.3109932379461,0.06434926338495983,2.3050634235056395,174
TLT,2021-09-15..2026-09-17,1.0,6.0,1.5484809426049573,0.2993950395972124,2.3900346249465705,123
TLT,2021-09-15..2026-09-17,1.5,2.0,-0.5241675600312301,-0.09957763457607248,3.148749989749061,232
TLT,2021-09-15..2026-09-17,1.5,3.0,0.5306573887746469,0.10492118322623396,2.484457501127783,173
TLT,2021-09-15..2026-09-17,1.5,4.0,0.4457909017989925,0.08939248514250665,2.2328492883570825,128
TLT,2021-09-15..2026-09-17,1.5,6.0,0.974238299973007,0.1875648690801234,2.4291367476974046,90
TLT,2021-09-15..2026-09-17,2.0,2.0,0.05873674297254272,0.016469559712386936,2.489620921595515,185
TLT,2021-09-15..2026-09-17,2.0,3.0,-0.09225353250142954,-0.011873688667379386,2.7665528100279015,126
TLT,2021-09-15..2026-09-17,2.0,4.0,0.09773752890649412,0.02354087399509914,2.2494249504251336,93
TLT,2021-09-15..2026-09-17,2.0,6.0,0.6740236993599602,0.13076406854011824,2.80751879862678,69
TLT,2021-09-15..2026-09-17,3.0,2.0,-0.8440953999611644,-0.1559875559281635,2.8371003440917275,141
TLT,2021-09-15..2026-09-17,3.0,3.0,-0.0917646561287011,-0.011553170610969412,2.6355763899893305,112
